id,Test_Name,Category,Real_Vulnerability,CWE,createdAt,updatedAt
1356,BenchmarkTest01356,weakrand,true,330,2026-01-29T20:03:34.437Z,2026-01-29T20:03:34.437Z
1357,BenchmarkTest01357,weakrand,true,330,2026-01-29T20:03:34.441Z,2026-01-29T20:03:34.441Z
1358,BenchmarkTest01358,weakrand,true,330,2026-01-29T20:03:34.443Z,2026-01-29T20:03:34.443Z
1359,BenchmarkTest01359,securecookie,false,614,2026-01-29T20:03:34.445Z,2026-01-29T20:03:34.445Z
1360,BenchmarkTest01360,cmdi,true,78,2026-01-29T20:03:34.446Z,2026-01-29T20:03:34.446Z
1361,BenchmarkTest01361,cmdi,true,78,2026-01-29T20:03:34.448Z,2026-01-29T20:03:34.448Z
1362,BenchmarkTest01362,cmdi,true,78,2026-01-29T20:03:34.449Z,2026-01-29T20:03:34.449Z
1363,BenchmarkTest01363,cmdi,true,78,2026-01-29T20:03:34.450Z,2026-01-29T20:03:34.450Z
1364,BenchmarkTest01364,cmdi,false,78,2026-01-29T20:03:34.451Z,2026-01-29T20:03:34.451Z
1365,BenchmarkTest01365,cmdi,false,78,2026-01-29T20:03:34.456Z,2026-01-29T20:03:34.456Z
1366,BenchmarkTest01366,weakrand,false,330,2026-01-29T20:03:34.457Z,2026-01-29T20:03:34.457Z
1367,BenchmarkTest01367,weakrand,false,330,2026-01-29T20:03:34.459Z,2026-01-29T20:03:34.459Z
1368,BenchmarkTest01368,weakrand,false,330,2026-01-29T20:03:34.461Z,2026-01-29T20:03:34.461Z
1369,BenchmarkTest01369,weakrand,false,330,2026-01-29T20:03:34.462Z,2026-01-29T20:03:34.462Z
1370,BenchmarkTest01370,weakrand,false,330,2026-01-29T20:03:34.464Z,2026-01-29T20:03:34.464Z
1371,BenchmarkTest01371,weakrand,false,330,2026-01-29T20:03:34.465Z,2026-01-29T20:03:34.465Z
1372,BenchmarkTest01372,weakrand,false,330,2026-01-29T20:03:34.466Z,2026-01-29T20:03:34.466Z
1373,BenchmarkTest01373,weakrand,false,330,2026-01-29T20:03:34.468Z,2026-01-29T20:03:34.468Z
1374,BenchmarkTest01374,trustbound,true,501,2026-01-29T20:03:34.468Z,2026-01-29T20:03:34.468Z
1375,BenchmarkTest01375,trustbound,true,501,2026-01-29T20:03:34.469Z,2026-01-29T20:03:34.469Z
1376,BenchmarkTest01376,trustbound,true,501,2026-01-29T20:03:34.470Z,2026-01-29T20:03:34.470Z
1377,BenchmarkTest01377,trustbound,false,501,2026-01-29T20:03:34.472Z,2026-01-29T20:03:34.472Z
1378,BenchmarkTest01378,sqli,false,89,2026-01-29T20:03:34.473Z,2026-01-29T20:03:34.473Z
1379,BenchmarkTest01379,sqli,true,89,2026-01-29T20:03:34.474Z,2026-01-29T20:03:34.474Z
1380,BenchmarkTest01380,sqli,false,89,2026-01-29T20:03:34.475Z,2026-01-29T20:03:34.475Z
1381,BenchmarkTest01381,sqli,true,89,2026-01-29T20:03:34.476Z,2026-01-29T20:03:34.476Z
1382,BenchmarkTest01382,sqli,true,89,2026-01-29T20:03:34.477Z,2026-01-29T20:03:34.477Z
1383,BenchmarkTest01383,sqli,true,89,2026-01-29T20:03:34.478Z,2026-01-29T20:03:34.478Z
1384,BenchmarkTest01384,sqli,true,89,2026-01-29T20:03:34.478Z,2026-01-29T20:03:34.478Z
1385,BenchmarkTest01385,sqli,false,89,2026-01-29T20:03:34.479Z,2026-01-29T20:03:34.479Z
1386,BenchmarkTest01386,sqli,false,89,2026-01-29T20:03:34.480Z,2026-01-29T20:03:34.480Z
1387,BenchmarkTest01387,sqli,false,89,2026-01-29T20:03:34.481Z,2026-01-29T20:03:34.481Z
1388,BenchmarkTest01388,sqli,true,89,2026-01-29T20:03:34.482Z,2026-01-29T20:03:34.482Z
1389,BenchmarkTest01389,sqli,false,89,2026-01-29T20:03:34.484Z,2026-01-29T20:03:34.484Z
1390,BenchmarkTest01390,sqli,true,89,2026-01-29T20:03:34.484Z,2026-01-29T20:03:34.484Z
1391,BenchmarkTest01391,sqli,true,89,2026-01-29T20:03:34.486Z,2026-01-29T20:03:34.486Z
1392,BenchmarkTest01392,sqli,false,89,2026-01-29T20:03:34.487Z,2026-01-29T20:03:34.487Z
1393,BenchmarkTest01393,sqli,false,89,2026-01-29T20:03:34.488Z,2026-01-29T20:03:34.488Z
1394,BenchmarkTest01394,sqli,true,89,2026-01-29T20:03:34.489Z,2026-01-29T20:03:34.489Z
1395,BenchmarkTest01395,sqli,true,89,2026-01-29T20:03:34.490Z,2026-01-29T20:03:34.490Z
1396,BenchmarkTest01396,sqli,true,89,2026-01-29T20:03:34.492Z,2026-01-29T20:03:34.492Z
1397,BenchmarkTest01397,xpathi,false,643,2026-01-29T20:03:34.492Z,2026-01-29T20:03:34.492Z
1398,BenchmarkTest01398,crypto,true,327,2026-01-29T20:03:34.493Z,2026-01-29T20:03:34.493Z
1399,BenchmarkTest01399,crypto,false,327,2026-01-29T20:03:34.494Z,2026-01-29T20:03:34.494Z
1400,BenchmarkTest01400,crypto,false,327,2026-01-29T20:03:34.495Z,2026-01-29T20:03:34.495Z
1401,BenchmarkTest01401,crypto,false,327,2026-01-29T20:03:34.497Z,2026-01-29T20:03:34.497Z
1402,BenchmarkTest01402,ldapi,false,90,2026-01-29T20:03:34.498Z,2026-01-29T20:03:34.498Z
1403,BenchmarkTest01403,pathtraver,true,22,2026-01-29T20:03:34.499Z,2026-01-29T20:03:34.499Z
1404,BenchmarkTest01404,pathtraver,false,22,2026-01-29T20:03:34.500Z,2026-01-29T20:03:34.500Z
1405,BenchmarkTest01405,pathtraver,true,22,2026-01-29T20:03:34.501Z,2026-01-29T20:03:34.501Z
1406,BenchmarkTest01406,pathtraver,false,22,2026-01-29T20:03:34.502Z,2026-01-29T20:03:34.502Z
1407,BenchmarkTest01407,pathtraver,false,22,2026-01-29T20:03:34.504Z,2026-01-29T20:03:34.504Z
1408,BenchmarkTest01408,pathtraver,true,22,2026-01-29T20:03:34.505Z,2026-01-29T20:03:34.505Z
1409,BenchmarkTest01409,pathtraver,false,22,2026-01-29T20:03:34.506Z,2026-01-29T20:03:34.506Z
1410,BenchmarkTest01410,hash,false,328,2026-01-29T20:03:34.507Z,2026-01-29T20:03:34.507Z
1411,BenchmarkTest01411,hash,true,328,2026-01-29T20:03:34.508Z,2026-01-29T20:03:34.508Z
1412,BenchmarkTest01412,hash,false,328,2026-01-29T20:03:34.508Z,2026-01-29T20:03:34.508Z
1413,BenchmarkTest01413,hash,false,328,2026-01-29T20:03:34.509Z,2026-01-29T20:03:34.509Z
1414,BenchmarkTest01414,hash,true,328,2026-01-29T20:03:34.510Z,2026-01-29T20:03:34.510Z
1415,BenchmarkTest01415,hash,true,328,2026-01-29T20:03:34.513Z,2026-01-29T20:03:34.513Z
1416,BenchmarkTest01416,hash,true,328,2026-01-29T20:03:34.514Z,2026-01-29T20:03:34.514Z
1417,BenchmarkTest01417,xss,true,79,2026-01-29T20:03:34.516Z,2026-01-29T20:03:34.516Z
1418,BenchmarkTest01418,xss,true,79,2026-01-29T20:03:34.516Z,2026-01-29T20:03:34.516Z
1419,BenchmarkTest01419,xss,false,79,2026-01-29T20:03:34.517Z,2026-01-29T20:03:34.517Z
1420,BenchmarkTest01420,xss,false,79,2026-01-29T20:03:34.518Z,2026-01-29T20:03:34.518Z
1421,BenchmarkTest01421,xss,false,79,2026-01-29T20:03:34.519Z,2026-01-29T20:03:34.519Z
1422,BenchmarkTest01422,xss,false,79,2026-01-29T20:03:34.520Z,2026-01-29T20:03:34.520Z
1423,BenchmarkTest01423,xss,true,79,2026-01-29T20:03:34.521Z,2026-01-29T20:03:34.521Z
1424,BenchmarkTest01424,xss,true,79,2026-01-29T20:03:34.522Z,2026-01-29T20:03:34.522Z
1425,BenchmarkTest01425,xss,false,79,2026-01-29T20:03:34.522Z,2026-01-29T20:03:34.522Z
1426,BenchmarkTest01426,xss,true,79,2026-01-29T20:03:34.523Z,2026-01-29T20:03:34.523Z
1427,BenchmarkTest01427,xss,true,79,2026-01-29T20:03:34.524Z,2026-01-29T20:03:34.524Z
1428,BenchmarkTest01428,xss,true,79,2026-01-29T20:03:34.525Z,2026-01-29T20:03:34.525Z
1429,BenchmarkTest01429,xss,true,79,2026-01-29T20:03:34.526Z,2026-01-29T20:03:34.526Z
1430,BenchmarkTest01430,cmdi,true,78,2026-01-29T20:03:34.527Z,2026-01-29T20:03:34.527Z
1431,BenchmarkTest01431,weakrand,true,330,2026-01-29T20:03:34.528Z,2026-01-29T20:03:34.528Z
1432,BenchmarkTest01432,weakrand,true,330,2026-01-29T20:03:34.528Z,2026-01-29T20:03:34.528Z
1433,BenchmarkTest01433,weakrand,true,330,2026-01-29T20:03:34.529Z,2026-01-29T20:03:34.529Z
1434,BenchmarkTest01434,weakrand,true,330,2026-01-29T20:03:34.530Z,2026-01-29T20:03:34.530Z
1435,BenchmarkTest01435,weakrand,true,330,2026-01-29T20:03:34.531Z,2026-01-29T20:03:34.531Z
1436,BenchmarkTest01436,securecookie,false,614,2026-01-29T20:03:34.532Z,2026-01-29T20:03:34.532Z
1437,BenchmarkTest01437,xss,true,79,2026-01-29T20:03:34.533Z,2026-01-29T20:03:34.533Z
1438,BenchmarkTest01438,xss,true,79,2026-01-29T20:03:34.534Z,2026-01-29T20:03:34.534Z
1439,BenchmarkTest01439,xss,false,79,2026-01-29T20:03:34.535Z,2026-01-29T20:03:34.535Z
1440,BenchmarkTest01440,cmdi,false,78,2026-01-29T20:03:34.536Z,2026-01-29T20:03:34.536Z
1441,BenchmarkTest01441,cmdi,true,78,2026-01-29T20:03:34.537Z,2026-01-29T20:03:34.537Z
1442,BenchmarkTest01442,cmdi,true,78,2026-01-29T20:03:34.538Z,2026-01-29T20:03:34.538Z
1443,BenchmarkTest01443,cmdi,false,78,2026-01-29T20:03:34.539Z,2026-01-29T20:03:34.539Z
1444,BenchmarkTest01444,cmdi,false,78,2026-01-29T20:03:34.541Z,2026-01-29T20:03:34.541Z
1445,BenchmarkTest01445,cmdi,false,78,2026-01-29T20:03:34.542Z,2026-01-29T20:03:34.542Z
1446,BenchmarkTest01446,cmdi,true,78,2026-01-29T20:03:34.543Z,2026-01-29T20:03:34.543Z
1447,BenchmarkTest01447,weakrand,false,330,2026-01-29T20:03:34.544Z,2026-01-29T20:03:34.544Z
1448,BenchmarkTest01448,weakrand,false,330,2026-01-29T20:03:34.545Z,2026-01-29T20:03:34.545Z
1449,BenchmarkTest01449,weakrand,false,330,2026-01-29T20:03:34.547Z,2026-01-29T20:03:34.547Z
1450,BenchmarkTest01450,weakrand,false,330,2026-01-29T20:03:34.548Z,2026-01-29T20:03:34.548Z
1451,BenchmarkTest01451,weakrand,false,330,2026-01-29T20:03:34.549Z,2026-01-29T20:03:34.549Z
1452,BenchmarkTest01452,weakrand,false,330,2026-01-29T20:03:34.550Z,2026-01-29T20:03:34.550Z
1453,BenchmarkTest01453,weakrand,false,330,2026-01-29T20:03:34.551Z,2026-01-29T20:03:34.551Z
1454,BenchmarkTest01454,trustbound,false,501,2026-01-29T20:03:34.552Z,2026-01-29T20:03:34.552Z
1455,BenchmarkTest01455,trustbound,true,501,2026-01-29T20:03:34.553Z,2026-01-29T20:03:34.553Z
1456,BenchmarkTest01456,trustbound,true,501,2026-01-29T20:03:34.553Z,2026-01-29T20:03:34.553Z
1457,BenchmarkTest01457,trustbound,true,501,2026-01-29T20:03:34.554Z,2026-01-29T20:03:34.554Z
1458,BenchmarkTest01458,trustbound,true,501,2026-01-29T20:03:34.556Z,2026-01-29T20:03:34.556Z
1459,BenchmarkTest01459,sqli,false,89,2026-01-29T20:03:34.556Z,2026-01-29T20:03:34.556Z
1460,BenchmarkTest01460,sqli,true,89,2026-01-29T20:03:34.557Z,2026-01-29T20:03:34.557Z
1461,BenchmarkTest01461,sqli,false,89,2026-01-29T20:03:34.558Z,2026-01-29T20:03:34.558Z
1462,BenchmarkTest01462,sqli,true,89,2026-01-29T20:03:34.559Z,2026-01-29T20:03:34.559Z
1463,BenchmarkTest01463,sqli,true,89,2026-01-29T20:03:34.560Z,2026-01-29T20:03:34.560Z
1464,BenchmarkTest01464,sqli,true,89,2026-01-29T20:03:34.561Z,2026-01-29T20:03:34.561Z
1465,BenchmarkTest01465,sqli,true,89,2026-01-29T20:03:34.564Z,2026-01-29T20:03:34.564Z
1466,BenchmarkTest01466,sqli,true,89,2026-01-29T20:03:34.565Z,2026-01-29T20:03:34.565Z
1467,BenchmarkTest01467,sqli,false,89,2026-01-29T20:03:34.566Z,2026-01-29T20:03:34.566Z
1468,BenchmarkTest01468,sqli,false,89,2026-01-29T20:03:34.567Z,2026-01-29T20:03:34.567Z
1469,BenchmarkTest01469,sqli,false,89,2026-01-29T20:03:34.568Z,2026-01-29T20:03:34.568Z
1470,BenchmarkTest01470,sqli,true,89,2026-01-29T20:03:34.569Z,2026-01-29T20:03:34.569Z
1471,BenchmarkTest01471,sqli,true,89,2026-01-29T20:03:34.570Z,2026-01-29T20:03:34.570Z
1472,BenchmarkTest01472,sqli,false,89,2026-01-29T20:03:34.571Z,2026-01-29T20:03:34.571Z
1473,BenchmarkTest01473,sqli,true,89,2026-01-29T20:03:34.573Z,2026-01-29T20:03:34.573Z
1474,BenchmarkTest01474,sqli,true,89,2026-01-29T20:03:34.574Z,2026-01-29T20:03:34.574Z
1475,BenchmarkTest01475,sqli,true,89,2026-01-29T20:03:34.575Z,2026-01-29T20:03:34.575Z
1476,BenchmarkTest01476,sqli,true,89,2026-01-29T20:03:34.576Z,2026-01-29T20:03:34.576Z
1477,BenchmarkTest01477,sqli,true,89,2026-01-29T20:03:34.577Z,2026-01-29T20:03:34.577Z
1478,BenchmarkTest01478,xpathi,true,643,2026-01-29T20:03:34.578Z,2026-01-29T20:03:34.578Z
1479,BenchmarkTest01479,xpathi,false,643,2026-01-29T20:03:34.579Z,2026-01-29T20:03:34.579Z
1480,BenchmarkTest01480,crypto,true,327,2026-01-29T20:03:34.580Z,2026-01-29T20:03:34.580Z
1481,BenchmarkTest01481,crypto,false,327,2026-01-29T20:03:34.583Z,2026-01-29T20:03:34.583Z
1482,BenchmarkTest01482,crypto,false,327,2026-01-29T20:03:34.586Z,2026-01-29T20:03:34.586Z
1483,BenchmarkTest01483,crypto,true,327,2026-01-29T20:03:34.587Z,2026-01-29T20:03:34.587Z
1484,BenchmarkTest01484,crypto,true,327,2026-01-29T20:03:34.588Z,2026-01-29T20:03:34.588Z
1485,BenchmarkTest01485,crypto,false,327,2026-01-29T20:03:34.589Z,2026-01-29T20:03:34.589Z
1486,BenchmarkTest01486,crypto,true,327,2026-01-29T20:03:34.591Z,2026-01-29T20:03:34.591Z
1487,BenchmarkTest01487,crypto,false,327,2026-01-29T20:03:34.592Z,2026-01-29T20:03:34.592Z
1488,BenchmarkTest01488,crypto,false,327,2026-01-29T20:03:34.593Z,2026-01-29T20:03:34.593Z
1489,BenchmarkTest01489,crypto,true,327,2026-01-29T20:03:34.594Z,2026-01-29T20:03:34.594Z
1490,BenchmarkTest01490,ldapi,true,90,2026-01-29T20:03:34.595Z,2026-01-29T20:03:34.595Z
1491,BenchmarkTest01491,ldapi,false,90,2026-01-29T20:03:34.596Z,2026-01-29T20:03:34.596Z
1492,BenchmarkTest01492,ldapi,false,90,2026-01-29T20:03:34.597Z,2026-01-29T20:03:34.597Z
1493,BenchmarkTest01493,pathtraver,false,22,2026-01-29T20:03:34.598Z,2026-01-29T20:03:34.598Z
1494,BenchmarkTest01494,pathtraver,true,22,2026-01-29T20:03:34.600Z,2026-01-29T20:03:34.600Z
1495,BenchmarkTest01495,pathtraver,true,22,2026-01-29T20:03:34.601Z,2026-01-29T20:03:34.601Z
1496,BenchmarkTest01496,pathtraver,true,22,2026-01-29T20:03:34.602Z,2026-01-29T20:03:34.602Z
1497,BenchmarkTest01497,pathtraver,true,22,2026-01-29T20:03:34.603Z,2026-01-29T20:03:34.603Z
1498,BenchmarkTest01498,pathtraver,true,22,2026-01-29T20:03:34.604Z,2026-01-29T20:03:34.604Z
1499,BenchmarkTest01499,pathtraver,false,22,2026-01-29T20:03:34.605Z,2026-01-29T20:03:34.605Z
1500,BenchmarkTest01500,pathtraver,true,22,2026-01-29T20:03:34.607Z,2026-01-29T20:03:34.607Z
1501,BenchmarkTest01501,ldapi,true,90,2026-01-29T20:03:34.608Z,2026-01-29T20:03:34.608Z
1502,BenchmarkTest01502,weakrand,true,330,2026-01-29T20:03:34.609Z,2026-01-29T20:03:34.609Z
1503,BenchmarkTest01503,hash,true,328,2026-01-29T20:03:34.610Z,2026-01-29T20:03:34.610Z
1504,BenchmarkTest01504,hash,true,328,2026-01-29T20:03:34.611Z,2026-01-29T20:03:34.611Z
1505,BenchmarkTest01505,xss,true,79,2026-01-29T20:03:34.612Z,2026-01-29T20:03:34.612Z
1506,BenchmarkTest01506,xss,true,79,2026-01-29T20:03:34.612Z,2026-01-29T20:03:34.612Z
1507,BenchmarkTest01507,xss,true,79,2026-01-29T20:03:34.613Z,2026-01-29T20:03:34.613Z
1508,BenchmarkTest01508,xss,false,79,2026-01-29T20:03:34.614Z,2026-01-29T20:03:34.614Z
1509,BenchmarkTest01509,xss,true,79,2026-01-29T20:03:34.615Z,2026-01-29T20:03:34.615Z
1510,BenchmarkTest01510,xss,true,79,2026-01-29T20:03:34.616Z,2026-01-29T20:03:34.616Z
1511,BenchmarkTest01511,xss,true,79,2026-01-29T20:03:34.617Z,2026-01-29T20:03:34.617Z
1512,BenchmarkTest01512,xss,true,79,2026-01-29T20:03:34.618Z,2026-01-29T20:03:34.618Z
1513,BenchmarkTest01513,xss,false,79,2026-01-29T20:03:34.619Z,2026-01-29T20:03:34.619Z
1514,BenchmarkTest01514,xss,false,79,2026-01-29T20:03:34.620Z,2026-01-29T20:03:34.620Z
1515,BenchmarkTest01515,xss,false,79,2026-01-29T20:03:34.621Z,2026-01-29T20:03:34.621Z
1516,BenchmarkTest01516,cmdi,false,78,2026-01-29T20:03:34.624Z,2026-01-29T20:03:34.624Z
1517,BenchmarkTest01517,cmdi,true,78,2026-01-29T20:03:34.626Z,2026-01-29T20:03:34.626Z
1518,BenchmarkTest01518,weakrand,true,330,2026-01-29T20:03:34.627Z,2026-01-29T20:03:34.627Z
1519,BenchmarkTest01519,weakrand,true,330,2026-01-29T20:03:34.628Z,2026-01-29T20:03:34.628Z
1520,BenchmarkTest01520,weakrand,true,330,2026-01-29T20:03:34.629Z,2026-01-29T20:03:34.629Z
1521,BenchmarkTest01521,securecookie,true,614,2026-01-29T20:03:34.630Z,2026-01-29T20:03:34.630Z
1522,BenchmarkTest01522,securecookie,false,614,2026-01-29T20:03:34.631Z,2026-01-29T20:03:34.631Z
1523,BenchmarkTest01523,securecookie,false,614,2026-01-29T20:03:34.632Z,2026-01-29T20:03:34.632Z
1524,BenchmarkTest01524,securecookie,false,614,2026-01-29T20:03:34.633Z,2026-01-29T20:03:34.633Z
1525,BenchmarkTest01525,xss,true,79,2026-01-29T20:03:34.634Z,2026-01-29T20:03:34.634Z
1526,BenchmarkTest01526,cmdi,false,78,2026-01-29T20:03:34.635Z,2026-01-29T20:03:34.635Z
1527,BenchmarkTest01527,cmdi,false,78,2026-01-29T20:03:34.636Z,2026-01-29T20:03:34.636Z
1528,BenchmarkTest01528,cmdi,false,78,2026-01-29T20:03:34.637Z,2026-01-29T20:03:34.637Z
1529,BenchmarkTest01529,cmdi,false,78,2026-01-29T20:03:34.638Z,2026-01-29T20:03:34.638Z
1530,BenchmarkTest01530,cmdi,false,78,2026-01-29T20:03:34.639Z,2026-01-29T20:03:34.639Z
1531,BenchmarkTest01531,cmdi,true,78,2026-01-29T20:03:34.640Z,2026-01-29T20:03:34.640Z
1532,BenchmarkTest01532,cmdi,false,78,2026-01-29T20:03:34.641Z,2026-01-29T20:03:34.641Z
1533,BenchmarkTest01533,cmdi,true,78,2026-01-29T20:03:34.642Z,2026-01-29T20:03:34.642Z
1534,BenchmarkTest01534,weakrand,false,330,2026-01-29T20:03:34.643Z,2026-01-29T20:03:34.643Z
1535,BenchmarkTest01535,weakrand,false,330,2026-01-29T20:03:34.644Z,2026-01-29T20:03:34.644Z
1536,BenchmarkTest01536,weakrand,false,330,2026-01-29T20:03:34.645Z,2026-01-29T20:03:34.645Z
1537,BenchmarkTest01537,weakrand,false,330,2026-01-29T20:03:34.645Z,2026-01-29T20:03:34.645Z
1538,BenchmarkTest01538,weakrand,false,330,2026-01-29T20:03:34.646Z,2026-01-29T20:03:34.646Z
1539,BenchmarkTest01539,weakrand,false,330,2026-01-29T20:03:34.647Z,2026-01-29T20:03:34.647Z
1540,BenchmarkTest01540,weakrand,false,330,2026-01-29T20:03:34.648Z,2026-01-29T20:03:34.648Z
1541,BenchmarkTest01541,weakrand,false,330,2026-01-29T20:03:34.649Z,2026-01-29T20:03:34.649Z
1542,BenchmarkTest01542,weakrand,false,330,2026-01-29T20:03:34.650Z,2026-01-29T20:03:34.650Z
1543,BenchmarkTest01543,weakrand,false,330,2026-01-29T20:03:34.651Z,2026-01-29T20:03:34.651Z
1544,BenchmarkTest01544,weakrand,false,330,2026-01-29T20:03:34.651Z,2026-01-29T20:03:34.651Z
1545,BenchmarkTest01545,weakrand,false,330,2026-01-29T20:03:34.652Z,2026-01-29T20:03:34.652Z
1546,BenchmarkTest01546,trustbound,true,501,2026-01-29T20:03:34.653Z,2026-01-29T20:03:34.653Z
1547,BenchmarkTest01547,trustbound,true,501,2026-01-29T20:03:34.654Z,2026-01-29T20:03:34.654Z
1548,BenchmarkTest01548,trustbound,true,501,2026-01-29T20:03:34.655Z,2026-01-29T20:03:34.655Z
1549,BenchmarkTest01549,trustbound,true,501,2026-01-29T20:03:34.656Z,2026-01-29T20:03:34.656Z
1550,BenchmarkTest01550,trustbound,true,501,2026-01-29T20:03:34.657Z,2026-01-29T20:03:34.657Z
1551,BenchmarkTest01551,trustbound,true,501,2026-01-29T20:03:34.657Z,2026-01-29T20:03:34.657Z
1552,BenchmarkTest01552,sqli,true,89,2026-01-29T20:03:34.658Z,2026-01-29T20:03:34.658Z
1553,BenchmarkTest01553,sqli,false,89,2026-01-29T20:03:34.659Z,2026-01-29T20:03:34.659Z
1554,BenchmarkTest01554,sqli,true,89,2026-01-29T20:03:34.660Z,2026-01-29T20:03:34.660Z
1555,BenchmarkTest01555,sqli,false,89,2026-01-29T20:03:34.661Z,2026-01-29T20:03:34.661Z
1556,BenchmarkTest01556,sqli,false,89,2026-01-29T20:03:34.662Z,2026-01-29T20:03:34.662Z
1557,BenchmarkTest01557,sqli,true,89,2026-01-29T20:03:34.663Z,2026-01-29T20:03:34.663Z
1558,BenchmarkTest01558,sqli,true,89,2026-01-29T20:03:34.664Z,2026-01-29T20:03:34.664Z
1559,BenchmarkTest01559,sqli,true,89,2026-01-29T20:03:34.665Z,2026-01-29T20:03:34.665Z
1560,BenchmarkTest01560,sqli,true,89,2026-01-29T20:03:34.666Z,2026-01-29T20:03:34.666Z
1561,BenchmarkTest01561,xpathi,true,643,2026-01-29T20:03:34.667Z,2026-01-29T20:03:34.667Z
1562,BenchmarkTest01562,xpathi,false,643,2026-01-29T20:03:34.667Z,2026-01-29T20:03:34.667Z
1563,BenchmarkTest01563,crypto,false,327,2026-01-29T20:03:34.668Z,2026-01-29T20:03:34.668Z
1564,BenchmarkTest01564,crypto,false,327,2026-01-29T20:03:34.669Z,2026-01-29T20:03:34.669Z
1565,BenchmarkTest01565,crypto,true,327,2026-01-29T20:03:34.670Z,2026-01-29T20:03:34.670Z
1566,BenchmarkTest01566,crypto,true,327,2026-01-29T20:03:34.671Z,2026-01-29T20:03:34.671Z
1567,BenchmarkTest01567,crypto,false,327,2026-01-29T20:03:34.673Z,2026-01-29T20:03:34.673Z
1568,BenchmarkTest01568,ldapi,true,90,2026-01-29T20:03:34.674Z,2026-01-29T20:03:34.674Z
1569,BenchmarkTest01569,ldapi,false,90,2026-01-29T20:03:34.675Z,2026-01-29T20:03:34.675Z
1570,BenchmarkTest01570,pathtraver,false,22,2026-01-29T20:03:34.676Z,2026-01-29T20:03:34.676Z
1571,BenchmarkTest01571,pathtraver,true,22,2026-01-29T20:03:34.677Z,2026-01-29T20:03:34.677Z
1572,BenchmarkTest01572,pathtraver,true,22,2026-01-29T20:03:34.678Z,2026-01-29T20:03:34.678Z
1573,BenchmarkTest01573,pathtraver,false,22,2026-01-29T20:03:34.678Z,2026-01-29T20:03:34.678Z
1574,BenchmarkTest01574,pathtraver,false,22,2026-01-29T20:03:34.679Z,2026-01-29T20:03:34.679Z
1575,BenchmarkTest01575,weakrand,true,330,2026-01-29T20:03:34.680Z,2026-01-29T20:03:34.680Z
1576,BenchmarkTest01576,hash,false,328,2026-01-29T20:03:34.681Z,2026-01-29T20:03:34.681Z
1577,BenchmarkTest01577,hash,true,328,2026-01-29T20:03:34.681Z,2026-01-29T20:03:34.681Z
1578,BenchmarkTest01578,hash,false,328,2026-01-29T20:03:34.682Z,2026-01-29T20:03:34.682Z
1579,BenchmarkTest01579,hash,true,328,2026-01-29T20:03:34.683Z,2026-01-29T20:03:34.683Z
1580,BenchmarkTest01580,hash,true,328,2026-01-29T20:03:34.683Z,2026-01-29T20:03:34.683Z
1581,BenchmarkTest01581,hash,false,328,2026-01-29T20:03:34.684Z,2026-01-29T20:03:34.684Z
1582,BenchmarkTest01582,hash,false,328,2026-01-29T20:03:34.685Z,2026-01-29T20:03:34.685Z
1583,BenchmarkTest01583,xss,true,79,2026-01-29T20:03:34.685Z,2026-01-29T20:03:34.685Z
1584,BenchmarkTest01584,xss,true,79,2026-01-29T20:03:34.686Z,2026-01-29T20:03:34.686Z
1585,BenchmarkTest01585,xss,false,79,2026-01-29T20:03:34.690Z,2026-01-29T20:03:34.690Z
1586,BenchmarkTest01586,xss,false,79,2026-01-29T20:03:34.693Z,2026-01-29T20:03:34.693Z
1587,BenchmarkTest01587,xss,true,79,2026-01-29T20:03:34.697Z,2026-01-29T20:03:34.697Z
1588,BenchmarkTest01588,xss,false,79,2026-01-29T20:03:34.699Z,2026-01-29T20:03:34.699Z
1589,BenchmarkTest01589,xss,true,79,2026-01-29T20:03:34.702Z,2026-01-29T20:03:34.702Z
1590,BenchmarkTest01590,xss,true,79,2026-01-29T20:03:34.705Z,2026-01-29T20:03:34.705Z
1591,BenchmarkTest01591,xss,false,79,2026-01-29T20:03:34.707Z,2026-01-29T20:03:34.707Z
1592,BenchmarkTest01592,xss,true,79,2026-01-29T20:03:34.710Z,2026-01-29T20:03:34.710Z
1593,BenchmarkTest01593,xss,false,79,2026-01-29T20:03:34.712Z,2026-01-29T20:03:34.712Z
1594,BenchmarkTest01594,xss,true,79,2026-01-29T20:03:34.714Z,2026-01-29T20:03:34.714Z
1595,BenchmarkTest01595,xss,false,79,2026-01-29T20:03:34.715Z,2026-01-29T20:03:34.715Z
1596,BenchmarkTest01596,xss,true,79,2026-01-29T20:03:34.716Z,2026-01-29T20:03:34.716Z
1597,BenchmarkTest01597,xss,true,79,2026-01-29T20:03:34.717Z,2026-01-29T20:03:34.717Z
1598,BenchmarkTest01598,xss,true,79,2026-01-29T20:03:34.718Z,2026-01-29T20:03:34.718Z
1599,BenchmarkTest01599,xss,false,79,2026-01-29T20:03:34.719Z,2026-01-29T20:03:34.719Z
1600,BenchmarkTest01600,cmdi,false,78,2026-01-29T20:03:34.720Z,2026-01-29T20:03:34.720Z
1601,BenchmarkTest01601,cmdi,true,78,2026-01-29T20:03:34.721Z,2026-01-29T20:03:34.721Z
1602,BenchmarkTest01602,weakrand,true,330,2026-01-29T20:03:34.722Z,2026-01-29T20:03:34.722Z
